$10,000 Gold?	L’or à 10.000 dollars l’once ?
Bad as it sounds, this prospect appears to be a "realistic" compromise between the supposedly utopian vision of a flourishing, unified democracy and the wretchedness of a failed state.	Aussi mauvais que cela semble, cette possibilité ressemble à un compromis « réaliste » entre la vision dite utopique d'une démocratie florissante et unifiée et la détresse d'un État déchu.
Many of the actions and policies of the Coalition Provisional Authority (CPA), as well as higher-level Bush administration decisions, seem to point to a resigned acceptance that early hopes that Iraq would embrace Western-style democracy were misplaced.	Les actions et les politiques de l'Autorité provisoire, ainsi que certaines décisions prises en haut lieu par le gouvernement Bush, semblent pointer vers une acceptation résignée : l'espoir hâtif de voir l'Irak épouser une démocratie de style occidental était déplacé.
Indeed, such hopes were misplaced.	En effet, de tels espoirs étaient déplacés.
Iraq's political culture - and that of most of the Middle East - is incompatible with the basic components of a recognizable Western-style democracy: notions of individual rights and responsibilities are lacking, the concept of a patriarchal state is deeply rooted, and individual cultural identity is rarely tied to the national community.	La culture politique irakienne, et celle de la majeure partie du Moyen-Orient, est incompatible avec les composants fondamentaux d'une démocratie de style occidental classique : les notions de droits et de responsabilité individuels sont inexistantes, le concept d'un État patriarcal est profondément ancré et l'identité culturelle individuelle est rarement liée à la communauté nationale.
On the other hand, much circular logic figures in analyses that consider the "traditional" nature of Iraqi society an obstacle to liberal democracy.	D'un autre côté, on retrouve une logique circulaire à l'oeuvre dans les analyses qui considèrent la nature « traditionnelle » de la société irakienne comme un obstacle à la démocratie libérale.
For these analyses are hardly neutral, but unwittingly enter an ongoing confrontation.	Parce que ces analyses sont rarement neutres mais se retrouvent involontairement au centre d'une confrontation sans fin.
In Iraq, as elsewhere in the Arab and Muslim worlds, a cultural war is being waged between two paradigms: grand narratives that accept and promote a collectivistic understanding (nationalism, socialism, Islamism), versus an implicit paradigm of individualistic modernity that is locally rooted yet informed by the global experience.	En Irak, comme ailleurs dans le monde arabe et musulman, une guerre culturelle est en cours entre deux paradigmes : une description grandiloquente qui accepte et met en avant une compréhension collectiviste (nationalisme, socialisme, islamisme), opposée au paradigme implicite de la modernité individualiste ancrée localement et pourtant au fait de l'information mondiale.
The frontlines of this war are notions of the individual, cultural identity, civil society, and the nation-state.	Les notions d'individu, d'identité culturelle, de société civile et d'État-nation représentent les lignes de front de cette guerre.
The religious Islamic component in Iraqi social life should not be underestimated. But it also should not be equated with the political Islamism that strives to capitalize on it.	Les composants religieux islamistes de la vie sociale irakienne ne doivent pas être sous-estimés et ne doivent pas non plus être mis sur pied d'égalité avec l'islamisme politique qui s'efforce de capitaliser sur ces composants.
Nationalist and leftist political discourses did leave an imprint on the Iraqi value system, but they are not its sole components.	Les discours politiques nationalistes et progressistes ont laissé leur empreinte sur le système de valeurs irakien mais ne sont pas son unique composant.
Indeed, the nominal acceptance of grand narratives of "democracy" and "human rights" as common bases for political discourse represents a crucial shift in demarcating the cultural battle.	En effet, l'acceptation symbolique de descriptions grandiloquentes sur la « démocratie » et les « Droits de l'homme » comme bases communes pour un discours politique qui représente un changement important dans la démarcation de la bataille culturelle.
This cultural debate is not limited to the Arab scene.	Ce débat culturel ne se limite pas au monde arabe.
There are also vigorous discussions in the West about the applicability of democratic institutions to the Arab context.	L'Ouest résonne des débats passionnés sur la validité d'application des institutions démocratiques à un contacte arabe.
Advocates of the notion of "Arab exceptionalism," which questions the ability of Arab societies to adapt democratic systems are in fact objectively allied with "grand narrative" ideologues - and also with the beneficiaries of the Arab world's patronage-based political order.	Les défenseurs de la notion de « l'exception arabe » qui remet en question la capacité des sociétés arabes à s'adapter aux systèmes démocratiques sont en fait les alliés objectifs des idéologues des descriptions grandiloquentes, ainsi que des bénéficiaires de l'ordre politique fondé sur le clientélisme du monde arabe.
The models used in the West, both in political circles and in academia, for the analysis and interpretation of Arab societies are seriously deficient.	Les modèles utilisés en occident dans les cercles politiques et académiques pour l'analyse et l'interprétation des sociétés arabes sont très lacunaires.
