Go.	Va !
Tom works.	Tom est en train de travailler.
Tom's fat.	Tom est gros.
Tom's mad.	Tom est en colère.
Tom's mad.	Tom est fou.
Tom's sad.	Tom est triste.
Trust Tom.	Fais confiance à Tom.
Trust Tom.	Faites confiance à Tom.
Try again.	Essaie encore.
Try again.	Essayez de nouveau.
Try again.	Essaie de nouveau.
Try it on.	Essaie-le !
Turn left.	Tourne à gauche.
Wait here.	Attends ici.
Wait here.	Attends là.
Wait here.	Attendez ici.
Wait here.	Attendez là.
Watch out!	Attention !
Watch out!	Faites attention !
Watch out!	Fais attention !
We agreed.	Nous sommes tombés d'accord.
We did it!	Nous avons réussi !
We did it.	Nous avons réussi !
We did it.	Nous l'avons fait.
We forgot.	Nous avons oublié.
We saw it.	Nous l'avons vu.
We saw it.	Nous l'avons vue.
We smiled.	Nous avons souri.
We talked.	Nous discutâmes.
We talked.	Nous avons discuté.
We talked.	Nous nous sommes entretenus.
We talked.	Nous nous sommes entretenues.
We talked.	Nous nous entretînmes.
We waited.	Nous attendîmes.
We waited.	Nous avons attendu.
We'll try.	Nous essayerons.
We'll try.	Nous tenterons.
We'll win.	Nous l'emporterons.
We'll win.	Nous gagnerons.
We're hot.	Nous avons chaud.
We're sad.	Nous sommes tristes.
We're shy.	Nous sommes timides.
Well done!	Bien vu !
Well done!	Bien cuit !
Well done!	À la bonne heure !
Well done!	Bien joué !
Well done!	Pas mal !
What else?	Quoi d’autre ?
What's up?	Ça va ?
What's up?	Quoi de beau ?
Who cares?	Qui s'en préoccupe ?
Who cares?	Qui s'en soucie ?
Who cares?	À qui ceci importe-t-il ?
Who is he?	Qui est-ce ?
Who is he?	Qui est-il ?
Who is it?	Qui est-ce ?
Who is it?	Qui est-il ?
Who knows?	Qui sait ?
Who spoke?	Qui a parlé ?
Who'll go?	Qui ira ?
Who's Tom?	C’est qui, Tom ?
Who's ill?	Qui est malade ?
Wonderful!	Magnifique !
Wonderful!	À la bonne heure !
Write Tom.	Écrivez à Tom.
You drive.	Tu conduis.
You drive.	Toi, conduis !
You drive.	Vous conduisez.
You idiot!	Espèce d'imbécile !
You idiot!	Espèce d'idiot !
You start.	Tu commences.
You start.	Vous commencez.
You tried.	Tu as essayé.
You tried.	Vous avez essayé.
All aboard!	Tout le monde à bord!
Am I clear?	Suis-je clair ?
Am I clear?	Suis-je claire ?
Am I dying?	Suis-je en train de mourir ?
Am I dying?	Suis-je en train de trépasser ?
Am I early?	Suis-je en avance ?
Am I fired?	Vous me mettez à la porte ?
Am I first?	Suis-je le premier ?
Am I first?	Suis-je la première ?
Am I hired?	Suis-je engagé ?
Am I hired?	Suis-je engagée ?
Am I right?	Ai-je raison ?
Am I right?	Suis-je dans le vrai ?
Am I wrong?	Me trompé-je ?
Am I wrong?	Ai-je tort ?
Am I wrong?	Est-ce que je me trompe ?
Answer Tom.	Réponds à Tom.
Answer Tom.	Répondez à Tom.
Are you OK?	Est-ce que tu vas bien ?
Are you up?	Es-tu levé ?
Are you up?	Es-tu levée ?
Are you up?	Êtes-vous levé ?
Are you up?	Êtes-vous levée ?
Are you up?	Êtes-vous levés ?
Are you up?	Êtes-vous levées ?
Are you up?	Es-tu debout ?
Are you up?	Êtes-vous debout ?
Ask anyone.	Demandez à n'importe qui.
Ask anyone.	Demande à n'importe qui.
Ask anyone.	Demande à quiconque !
Ask around.	Demande alentour !
Ask around.	Demandez alentour !
Be careful!	Faites attention !
Be careful!	Fais attention !
Be careful!	Sois prudent !
Be careful!	Sois prudente !
Be careful!	Soyez prudent !
Be careful!	Soyez prudente !
Be careful!	Soyez prudents !
Be careful!	Soyez prudentes !
Be careful!	Fais gaffe !
Be careful.	Sois prudent !
Be careful.	Sois prudente !
Be careful.	Soyez prudent !
Be careful.	Soyez prudente !
Be careful.	Soyez prudents !
Be careful.	Soyez prudentes !
Be content.	Sois satisfait !
Be content.	Sois satisfaite !
Be content.	Soyez satisfait !
Be content.	Soyez satisfaite !
Be content.	Soyez satisfaits !
Be content.	Soyez satisfaites !
Be on time.	Soyez à l'heure.
Be on time.	Sois à l'heure.
Be serious.	Soyez sérieux !
Be serious.	Soyez sérieuse !
Be serious.	Soyez sérieuses !
Be serious.	Sois sérieux !
Be serious.	Sois sérieuse !
Birds sing.	Les oiseaux chantent.
Bottoms up!	Santé !
Bring food.	Apportez de la nourriture.
Bring food.	Apporte à manger.
Bring wine.	Apporte du vin.
Bring wine.	Apportez du vin.
Can I come?	Puis-je venir ?
Can I help?	Puis-je aider ?
Can I stay?	Puis-je rester ?
Carry this.	Porte-le.
Check that.	Vérifie ça.
Check that.	Regarde ça.
Check that.	Vérifiez cela.
Check this.	Vérifie ça.
Check this.	Regarde ça.
Choose one.	Choisis-en un.
Choose one.	Choisis-en une.
Come alone.	Viens seul !
Come alone.	Viens seule !
Come alone.	Venez seul !
Come alone.	Venez seuls !
Come alone.	Venez seule !
Come alone.	Venez seules !
Come along.	Joignez-vous à nous.
Come on in!	Entre donc !
Come on in.	Entre.
Come quick!	Viens vite !
Come quick!	Jouis vite !
Come to me.	Venez à moi.
Come to us.	Venez à nous.
Cut it out!	Arrête !
Cut it out!	Arrêtez !
Cut it out.	Assez !
Did we win?	Avons-nous gagné ?
Dig faster.	Creuse plus vite.
Dig faster.	Creusez plus vite.
Do I stink?	Est-ce que je pue ?
Do men cry?	Les hommes pleurent-ils ?
Don't fret.	Te tracasse pas.
Don't fret.	Vous tracassez pas.
Don't fret.	Ne te tracasse pas.
Don't fret.	Ne vous tracassez pas.
Don't jump!	Ne saute pas !
Don't jump!	Ne sautez pas !
Don't move!	Ne bouge pas !
Don't move!	Ne bougez pas !
Don't move.	Ne bougez pas.
Don't move.	Ne bouge pas.
Don't rush.	Ne te précipite pas.
Don't rush.	Ne vous précipitez pas.
Don't sing.	Ne chante pas.
Don't sing.	Ne chantez pas.
Don't talk!	Ne parle pas !
Don't talk!	Ne parlez pas !
Don't talk.	Ne parle pas !
Don't talk.	Ne parlez pas !
Don't wait.	N'attends pas !
Don't wait.	N'attendez pas !
Duty calls.	Le devoir m'appelle.
Face facts!	Regardez les faits en face.
Face facts!	Rends-toi à l'évidence.
Face facts!	Rendez-vous à l'évidence.
Fill it up.	Le plein.
Find a job.	Trouve un emploi !
Find a job.	Trouve un boulot !
Follow Tom.	Suivez Tom.
Follow Tom.	Suis Tom.
Follow him.	Suis-le !
Follow him.	Suivez-le !
Forget Tom.	Oublie Tom.
Forget Tom.	Oubliez Tom.
Forget him.	Oublie-le.
Forget him.	Oubliez-le.
Forgive me.	Pardonnez-moi.
Forgive us.	Pardonne-nous !
Get a life!	Achète-toi une vie !
Get to bed.	Va au lit !
Get to bed.	Au lit !
Get to bed.	Allez au lit !
Give it up.	Laisse tomber.
Give it up.	Abandonne !
Go outside.	Sors.
Go outside.	Sortez.
Go outside.	Allez à l'extérieur.
Go outside.	Sortez d'ici.
Go warm up.	Va t'échauffer !
Go warm up.	Allez vous échauffer !
He gave in.	Il a cédé.
He gave in.	Il céda.
He hung up.	Il a raccroché.
He hung up.	Il raccrocha.
He is a DJ.	Il est DJ.
He is busy.	Il a à faire.
He is here!	Il est ici !
He is kind.	Il est gentil.
He is late.	Il est en retard.
He is lazy.	Il est fainéant.
He is lazy.	Il est paresseux.
He is poor.	Il est pauvre.
He is sick.	Il est malade.
He made it.	Il a réussi.
He's Swiss.	Il est Suisse.
He's Swiss.	Il est Helvète.
He's broke.	Il est ruiné.
He's broke.	Il est fauché.
He's drunk.	Il est ivre.
He's drunk.	Il est soûl.
He's smart.	Il est intelligent.
Head north.	Vers le nord.
Here he is!	Il est ici !
Here it is.	Le voilà.
Here it is.	Tenez.
Here it is.	Le voici.
Here we go.	C'est parti !
Here we go.	On est partis !
Hold still.	Tiens-toi tranquille !
Hold still.	Tenez-vous tranquille !
How is Tom?	Comment va Tom ?
How lovely!	Comme c'est charmant !
How's work?	Comment va le travail ?
Hurry home.	Dépêche-toi d'aller chez toi !
Hurry home.	Dépêchez-vous d'aller chez vous !
I admit it.	Je l’admets.
I am a man.	Je suis un homme.
I am going.	J’y vais.
I am human.	Je suis humain.
I am ready.	Je suis prêt.
I am right.	J'ai raison.
I am sorry.	Je suis désolé.
I am sorry.	Je suis désolée.
I am tired.	Je suis fatigué !
I am tired.	Je suis crevé.
I broke it.	Je l'ai cassé.
I broke it.	Je l'ai cassée.
I built it.	Je l'ai construit.
I built it.	Je l'ai construite.
I can come.	Je peux venir.
I can cook.	Je sais cuisiner.
I can jump.	Je peux sauter.
I can read.	Je sais lire.
I can read.	Je peux lire.
I can sing.	Je sais chanter.
I can stay.	Je peux rester.
I can swim.	Je sais nager.
I can wait.	Je peux attendre.
I can walk.	Je peux marcher.
I can't go.	Je ne peux pas y aller.
I can't go.	Je ne peux pas m'y rendre.
I can't go.	Je ne peux pas partir.
I canceled.	J’ai annulé.
I did that.	J'ai fait cela.
I did that.	C'est moi qui l'ai fait.
I disagree.	Je ne suis pas d'accord.
I do worry.	Je me fais vraiment du souci.
I doubt it.	J'en doute.
I eat here.	Je mange ici.
I envy Tom.	J'envie Tom.
I envy her.	Je l'envie.
I envy him.	Je l'envie.
I envy you.	Je vous envie.
I envy you.	Je t'envie.
I exercise.	Je m’entraîne.
I feel bad.	Je me sens mal.
I feel old.	Je me sens vieux.
I feel old.	Je me sens vieille.
I felt bad.	Je me suis senti mal.
I felt ill.	Je me suis senti mal.
I felt ill.	Je me sentais malade.
I felt ill.	Je me sentis malade.
I felt sad.	J'ai ressenti de la tristesse.
I felt sad.	Je me suis senti triste.
I felt sad.	Je me suis sentie triste.
I fixed it.	Je l'ai réparé.
I fixed it.	Je l'ai réparée.
I fixed it.	Je la réparai.
I fixed it.	Je le réparai.
I found it.	Je l'ai trouvé.
I found it.	Je le trouvai.
I got busy.	Je suis devenu occupé.
I got busy.	Je suis devenu occupée.
I got hurt.	Je me suis blessé.
I got lost.	Je me suis perdu.
I got sick.	Je suis devenu malade.
I got sick.	Je suis devenue malade.
I guess so.	Je le suppose.
I guess so.	J'imagine.
I had help.	J'ai reçu de l'aide.
I hate you.	Je te déteste.
I hate you.	Je te hais.
I have one.	J'en ai un.
I have one.	J'en ai une.
I have won.	J'ai gagné.
I have won.	Je l'ai emporté.
I hear you.	Je t'entends.
I help him.	Je l'aide.
I hope not.	Je n'espère pas.
I hope not.	J'espère que non.
I know CPR.	Je connais la RCP.
I know her.	Je la connais.
I know him.	Je le connais.
I like Tom.	J'aime Tom.
I like art.	J'apprécie l'art.
I like him.	Je l'apprécie.
I like him.	Je l'aime bien.
I like tea.	J'aime le thé.
I like you.	Tu me plais.
I like you.	Vous me plaisez.
I like you.	Je t'aime.
I like you.	Je t'aime bien.
I liked it.	J'ai aimé ça.
I liked it.	Je l'ai apprécié.
I listened.	J'ai écouté.
I love Tom.	J'aime Tom.
I love rice	J'aime le riz.
I love tea.	J'adore le thé.
I love you.	Je t'aime !
I love you.	Je t'adore.
I love you.	Je t'aime.
I loved it.	J'adorais ça.
I made tea.	J'ai préparé du thé.
I made two.	J'en ai fait deux.
I made two.	J'en ai confectionné deux.
I met them.	Je les ai rencontrés.
I met them.	Je les ai rencontrées.
I met them.	Je les rencontrai.
I must run.	Il me faut courir.
I must run.	Je dois courir.
I need air.	J'ai besoin d'air.
I need air.	Il me faut de l'air.
I need ice.	J'ai besoin de glace.
I need you.	J'ai besoin de toi.
I need you.	J'ai besoin de vous.
I panicked.	J'ai paniqué.
I promised.	J'ai promis.
I ran away.	Je me suis enfuit.
I ran home.	J'ai couru à la maison.
I remember.	Je m'en souviens.
I remember.	Je me le rappelle.
I remember.	Je m'en rappelle.
I said yes.	J'ai dit oui.
I sat down.	Je m'assis.
I saw that.	J'ai vu cela.
I saw them.	Je les ai vues.
I saw them.	Je les ai vus.
I saw them.	Je les vis.
I screamed.	J'ai crié.
I see them.	Je les vois.
I shrugged.	J'ai haussé les épaules.
I survived.	J'ai survécu.
I threw up.	J'ai vomi.
I tried it.	J'ai essayé.
I tried it.	Je l'ai essayé.
I use this.	J'utilise cela.
I want one!	J'en veux un !
I want one!	J'en veux une !
I want one.	J'en veux un !
I want one.	J'en veux une !
I want you.	J'ai envie de toi.
I want you.	Je te veux !
I want you.	Je vous veux !
I was away.	Je n'étais pas là.
I was busy.	J'étais occupée.
I was good.	Je fus bon.
I was good.	J'ai été bon.
I was good.	J'ai été bonne.
I was good.	Je fus bonne.
I was hurt.	J'ai été blessé.
I was last.	J'ai été dernier.
I was last.	J'étais dernier.
I was last.	J'ai été dernière.
I was last.	J'étais dernière.
I was late.	J'étais en retard.
I was late.	J'ai été en retard.
I was lost.	J'étais perdu.
I was lost.	J'étais perdue.
I was sick.	J'ai été malade.
I was sick.	J'étais malade.
I whistled.	J’ai sifflé.
I will try.	Je vais essayer.
I will try.	J'essaierai.
I won't go.	Je n'irai pas.
I work out.	Je fais de l'exercice.
I wrote it.	Je l'ai écrit.
I wrote it.	C'est moi qui l'ai écrit.
I'd accept.	J'accepterais.
I'll check.	Je vérifierai.
I'll do it.	Je vais le faire.
I'll do it.	Je le ferai.
I'll drive.	Je conduirai.
I'll go in.	J'entrerai.
I'll hurry.	Je me dépêcherai.
I'll leave.	Je partirai.
I'll shoot.	Je tirerai.
I'll stand.	Je resterai debout.
I'll start.	Je commencerai.
I'm a hero.	Je suis un héros.
I'm a liar.	Je suis un menteur.
I'm a twin.	J'ai un jumeau.
I'm baking!	Je cuis !
I'm better.	Je vais mieux.
I'm biased.	J'ai un parti pris.
I'm buying.	Je paie.
I'm buying.	C'est moi qui paie.
I'm chubby.	Je suis grassouillet.
I'm chubby.	Je suis grassouillette.
I'm eating.	Je mange.
I'm famous.	Je suis connu.
I'm famous.	Je suis connue.
I'm faster.	Je suis plus rapide.
I'm flabby.	Je suis flasque.
I'm greedy.	Je suis cupide.
I'm greedy.	Je suis gourmand.
I'm greedy.	Je suis gourmande.
I'm hiding.	Je me cache.
I'm honest.	Je suis honnête.
I'm humble.	Je suis humble.
I'm hungry!	J'ai faim !
I'm hungry.	J'ai faim !
I'm immune.	Je suis immunisé.
I'm immune.	Je suis immunisée.
I'm in bed.	Je suis au lit.
I'm in bed.	Je suis alité.
I'm in bed.	Je suis alitée.
I'm inside.	Je me trouve à l'intérieur.
I'm inside.	Je suis à l'intérieur.
I'm joking.	Je rigole !
I'm loaded.	Je suis saoul.
I'm lonely.	Je me sens seul.
I'm lonely.	Je me sens seule.
I'm losing.	Je suis en train de perdre.
I'm moving.	Je suis en train de déménager.
I'm normal.	Je suis normal.
I'm normal.	Je suis normale.
I'm paying.	C'est moi qui paie.
I'm paying.	Je suis en train de payer.
I'm pooped.	Je suis crevé.
I'm rested.	Je suis reposé.
I'm rested.	Je suis reposée.
I'm ruined.	Je suis ruiné.
I'm ruined.	Je suis ruinée.
I'm shaken.	Je suis remué.
I'm shaken.	Je suis remuée.
I'm single.	Je suis célibataire.
I'm skinny.	Je suis maigrichon.
I'm skinny.	Je suis maigrichonne.
I'm sleepy!	Je suis fatigué !
I'm sleepy!	J'ai sommeil !
I'm sneaky.	Je suis sournois.
I'm sneaky.	Je suis sournoise.
I'm so fat.	Je suis tellement gros.
I'm strict.	Je suis strict.
I'm strict.	Je suis stricte.
I'm strong.	Je suis fort.
I'm strong.	Je suis forte.
I'm thirty.	J'ai trente ans.
I'm trying.	J'essaye.
I'm trying.	J'essaie.
I'm trying.	Je m'y essaie.
I'm wasted.	Je suis affaiblie.
I've tried.	J'ai essayé.
I've tried.	J'ai tenté.
Ignore Tom.	Ignore Tom.
Ignore Tom.	Ignorez Tom.
Ignore him.	Ne faites pas attention à lui.
Is Tom ill?	Est-ce que Tom est malade ?
Is Tom ill?	Tom est-il malade ?
Is he busy?	Est-il occupé ?
Is he dead?	Est-il mort ?
Is he dead?	Est-il décédé ?
Is he dead?	Il est mort ?
Is he tall?	Est-il grand ?
Is it blue?	Est-ce bleu ?
Is it done?	Est-ce fait ?
Is it free?	C'est gratuit ?
Is it hard?	Est-ce difficile ?
Is it love?	Est-ce de l'amour ?
Is it love?	Est-ce de l'amour ?
Is it nice?	Est-ce chouette ?
Is it safe?	Est-ce sûr ?
Is it safe?	Est-ce sans danger ?
Is it safe?	Est-ce inoffensif ?
Is it time?	Est-il l'heure ?
Is it true?	C'est vrai ?
Is that it?	Est-ce cela ?
Is that so?	En va-t-il ainsi ?
Is that so?	En est-il ainsi ?
Is that so?	Est-ce le cas ?
It is 7:30.	Il est sept heures trente.
It is cold.	Il fait froid.
It is cold.	C'est froid.
It matters.	Ça importe.
It matters.	Ça compte.
It matters.	C'est important.
It went OK.	Ça s'est bien passé.
It'll work.	Ça fonctionnera.
It'll work.	Ça marchera.
It's a fad.	C'est une passade.
It's a fad.	C'est une tocade.
It's a fad.	C'est un phénomène de mode.
It's awful.	C'est terrible.
It's awful.	C'est affreux.
It's bogus.	C'est du pipeau tout ça.
It's bulky.	C'est encombrant.
It's cheap.	C'est bon marché.
It's clean.	C'est propre.
It's close.	C'est proche.
It's early.	Il est tôt.
It's funny.	C'est marrant.
It's funny.	C'est drôle.
It's funny.	C'est rigolo.
It's green.	C'est vert.
It's my CD.	C'est mon CD.
It's night.	Il fait nuit.
It's on me.	C'est pour moi.
It's phony.	C'est du pipeau tout ça.
It's quiet.	C'est silencieux.
It's quiet.	C'est calme.
It's ready.	C'est prêt.
It's right.	C'est juste.
It's safer.	C'est plus sûr.
It's sweet.	C'est mignon.
It's sweet.	C'est gentil.
It's weird.	C'est bizarre.
It's wrong.	C'est faux.
It's yours.	C'est le tien.
It's yours.	C'est la tienne.
It's yours.	C'est la vôtre.
It's yours.	C'est le vôtre.
Jesus wept.	Jésus a pleuré.
Jesus wept.	Jésus pleura.
Just do it.	Fais-le donc !
Just do it.	Fais-le, tout simplement !
Just do it.	Faites-le, tout simplement !
Just relax.	Détendez-vous.
Just relax.	Détends-toi.
Keep quiet!	Reste tranquille !
Keep quiet!	Restez tranquille !
Keep quiet.	Reste tranquille.
Keep quiet.	Restez tranquille.
Keep quiet.	Restez tranquilles.
Keep still.	Reste tranquille !
Keep still.	Restez tranquille !
Let him go!	Laisse-le partir !
Let him go!	Laissez-le partir !
Let him go!	Laisse-le s'en aller!
Let him go!	Laissez-le s'en aller!
Let him go.	Laisse-le partir !
Let him go.	Laissez-le partir !
Let him go.	Laisse-le s'en aller!
Let him go.	Laissez-le s'en aller!
Let him in.	Fais-le entrer.
Let him in.	Laisse-le entrer.
Let him in.	Laissez-le entrer.
Let him in.	Faites-le entrer.
Let me die.	Laissez-moi mourir.
Let me die.	Laisse-moi mourir.
Let me out!	Laisse-moi sortir !
Let me out!	Laissez-moi sortir !
Let me pay.	Laisse-moi payer.
Let me pay.	Laissez-moi payer.
Let me see.	Laissez-moi voir.
Let me try.	Laisse-moi essayer.
Let me try.	Laissez-moi essayer.
Let me try.	Permettez-moi d'essayer.
Let us out.	Laisse-nous sortir !
Let us out.	Laissez-nous sortir !
Let's chat.	Discutons.
Let's kiss.	Embrassons-nous.
Let's pray.	Prions !
Let's talk.	Discutons !
Let's work.	Travaillons !
Lighten up.	Relaxe !
Lighten up.	Détends-toi !
Look again.	Regarde encore.
Look again.	Regardez à nouveau.
Look at it.	Regardez-le !
Look at it.	Regarde-le !
Look at me.	Regarde-moi.
Look it up.	Cherche-le !
Love hurts.	L'amour blesse.
Love hurts.	L'amour fait mal.
Mama cried.	Maman a pleuré.
Mama cried.	Maman pleurait.
Never mind!	N'y prête pas attention.
Never mind!	T'inquiète pas.
No comment.	Sans commentaire.
No kidding?	Vraiment ?
No kidding?	Sans blague ?
No problem!	Aucun problème !
No problem!	Pas de problème !
No problem.	Pas de problème.
No problem.	Aucun problème.
No problem.	Ce n'est rien.
No problem.	Sans problème.
Oh, really?	Oh ! Vraiment ?
Once again.	Encore une fois.
Pick it up.	Ramasse-le.
Please sit.	Asseyez-vous, je vous prie.
Run for it!	Sauve-toi !
Run for it!	Sauvez-vous !
Run for it!	Prends tes jambes à ton cou !
Run for it!	Prenez vos jambes à votre cou !
Run for it!	Prenez vos jambes à vos cous !
Run for it!	Taillez-vous !
Run for it!	Taille-toi !
Run for it!	File !
Run for it!	Filez !
Say please.	Dis : « s'il te plaît ».
Say please.	Dites : « s'il vous plaît ».
Shadow him.	File-le !
She is old.	Elle est vieille.
She smiled.	Elle a souri.
She's busy.	Elle est occupée.
She's nice.	Elle est gentille.
Smell this.	Sens ça.
Smell this.	Sentez ceci.
Stand back!	Reculez !
Stand back!	Reculez !
Stand back!	Recule-toi !
Stand back!	Reculez-vous !
Start here.	Commencez ici.
Start here.	Commence ici.
Stay alert.	Restez sur vos gardes.
Stay alert.	Reste sur tes gardes.
Stay awake.	Reste debout.
Stay awake.	Reste éveillé.
Stay close.	Reste près.
Stay close.	Restez près.
Stay sharp.	Reste malin !
Stay still.	Ne bouge pas.
Step aside.	Écarte-toi !
Step aside.	Écartez-vous !
Stop lying.	Arrête de mentir.
Stop lying.	Arrêtez de mentir.
Study hard.	Étudie avec application.
Study hard.	Étudiez avec application.
Take a bus.	Prenez un bus.
Take a nap.	Fais un petit somme !
Take cover!	Mets-toi à l'abri !
Take cover!	Mettez-vous à l'abri !
Take notes.	Prends des notes.
Take notes.	Prenez des notes.
Talk to me!	Parle-moi !
Talk to me!	Parle-moi !
Talk to me!	Parlez-moi !
Talk to me.	Parle avec moi.
Talk to me.	Parlez-moi !
Talk to me.	Parlez avec moi.
Taste this.	Essayez ceci !
Taste this.	Goûte ça.
Taste this.	Goûtez ceci.
That a boy!	C'est bien !
That a boy!	T'es un bon garçon !
That hurts.	Ça fait mal.
That works.	Ça fonctionne.
That's all.	C'est tout.
That's fun.	C'est amusant.
That's fun.	C'est marrant.
That's her.	C'est elle.
That's his.	Ce sont les siens.
That's his.	C'est le sien.
That's his.	C'est la sienne.
That's odd.	C'est bizarre.
They agree.	Ils sont d'accord.
They agree.	Elles sont d'accord.
They cheat.	Ils trichent.
They cheat.	Elles trichent.
They voted.	Ils ont voté.
They voted.	Elles ont voté.
This is it.	Ça y est.
This works.	Ça fonctionne.
